season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,day,mnth,yr,dayofweek,rush_hour
4,0,1,1,0.4,0.4091,0.62,0.194,8,21,10,0,4,1
4,0,0,1,0.26,0.2273,0.6,0.3284,5,5,11,0,5,0
1,0,0,1,0.5,0.4848,0.77,0.1642,23,17,3,1,5,0
1,0,0,1,0.48,0.4697,0.12,0.4925,0,19,2,0,5,0
3,0,1,1,0.76,0.7121,0.58,0.3582,20,7,7,0,3,0
4,0,1,3,0.42,0.4242,0.67,0.1642,13,3,10,0,0,0
3,0,1,1,0.78,0.7424,0.59,0.1343,22,27,7,1,4,0
4,0,1,1,0.36,0.3333,0.4,0.2985,14,28,11,1,2,0
2,0,1,1,0.44,0.4394,0.44,0.4478,12,2,4,1,0,0
2,0,1,1,0.58,0.5455,0.6,0.4179,19,21,3,0,0,1
2,0,1,1,0.52,0.5,0.94,0.1045,0,16,5,0,0,0
4,0,0,1,0.32,0.3333,0.76,0.0896,8,26,11,0,5,1
3,0,0,1,0.52,0.5,0.63,0.0,2,16,9,1,6,0
3,0,0,1,0.82,0.7424,0.41,0.1642,17,29,7,1,6,1
1,0,1,1,0.2,0.2121,0.69,0.1343,7,7,1,0,4,1
2,0,0,2,0.56,0.5303,0.43,0.1343,21,14,4,1,5,0
2,0,1,1,0.56,0.5303,0.46,0.0,13,19,4,1,3,0
2,0,1,1,0.78,0.7424,0.59,0.1343,8,31,5,0,1,1
2,0,0,1,0.66,0.6212,0.5,0.3881,23,15,4,1,6,0
1,0,1,3,0.2,0.1818,0.86,0.3284,7,26,12,1,2,1
3,0,1,2,0.54,0.5152,0.94,0.2985,4,6,9,0,1,0
4,0,0,1,0.4,0.4091,0.58,0.1642,23,12,11,0,5,0
2,0,1,1,0.56,0.5303,0.64,0.1343,22,28,3,1,2,0
1,0,1,2,0.26,0.303,0.52,0.0,12,5,3,1,0,0
4,0,0,1,0.3,0.3333,0.65,0.0,2,4,11,1,6,0
2,0,1,1,0.46,0.4545,0.88,0.194,0,22,3,0,1,0
2,0,1,1,0.54,0.5152,0.22,0.4179,18,10,4,1,1,1
3,0,1,2,0.66,0.6212,0.74,0.0,3,28,6,0,1,0
3,0,0,2,0.58,0.5455,0.78,0.2985,22,8,9,1,5,0
1,0,1,1,0.24,0.2879,0.48,0.0,21,23,2,0,2,0
4,0,1,3,0.42,0.4242,0.88,0.194,18,21,11,0,0,1
4,0,1,2,0.36,0.3485,0.93,0.1343,6,17,12,1,0,0
2,0,0,1,0.54,0.5152,0.77,0.1045,3,24,3,1,5,0
1,0,1,1,0.44,0.4394,0.67,0.1343,21,12,1,1,3,0
4,0,0,2,0.6,0.5455,0.88,0.0,0,25,9,0,6,0
1,1,0,1,0.32,0.3182,0.45,0.194,7,26,12,0,0,1
4,0,1,3,0.36,0.3333,0.87,0.3582,3,13,11,1,1,0
1,0,1,1,0.46,0.4545,0.28,0.2836,17,16,2,0,2,1
4,1,0,2,0.34,0.3333,0.76,0.1642,7,8,10,1,0,1
1,0,1,1,0.18,0.197,0.8,0.1642,23,27,1,0,3,0
4,0,1,3,0.32,0.3182,0.7,0.1642,21,28,10,0,4,0
4,0,1,1,0.44,0.4394,0.18,0.4179,14,8,11,1,3,0
2,0,1,1,0.56,0.5303,0.43,0.0896,22,17,5,1,3,0
3,1,0,2,0.68,0.6364,0.79,0.2836,15,5,9,0,0,0
3,0,1,1,0.78,0.697,0.4,0.194,12,13,8,1,0,0
3,0,1,1,0.74,0.7273,0.74,0.0896,20,19,7,0,1,0
3,0,1,1,0.76,0.6818,0.45,0.1343,21,2,7,1,0,0
3,0,1,1,0.7,0.6364,0.42,0.0,13,13,9,1,3,0
4,0,0,3,0.36,0.3485,0.81,0.1642,14,2,10,0,6,0
2,0,1,1,0.48,0.4697,0.21,0.3284,20,24,4,1,1,0
3,0,0,1,0.78,0.7424,0.62,0.1642,19,8,7,1,6,1
4,0,0,2,0.38,0.3939,0.76,0.0,22,26,11,0,5,0
3,0,1,1,0.62,0.5455,0.94,0.0,22,9,9,0,4,0
4,0,0,2,0.4,0.4091,0.87,0.1045,2,9,12,1,6,0
3,0,1,1,0.64,0.6061,0.73,0.0,4,17,8,0,2,0
1,0,1,1,0.24,0.2273,0.6,0.2537,2,28,12,1,4,0
4,0,0,1,0.5,0.4848,0.34,0.2537,17,12,11,0,5,1
3,0,0,2,0.58,0.5455,0.83,0.2537,8,21,7,1,5,1
3,0,0,1,0.72,0.6818,0.7,0.0,4,31,7,0,6,0
1,0,1,1,0.24,0.2273,0.56,0.194,13,4,1,0,1,0
4,0,0,1,0.36,0.3788,0.62,0.0,17,3,12,0,5,1
1,0,1,1,0.04,0.1364,0.49,0.0,8,24,1,0,0,1
1,0,0,1,0.3,0.2727,0.39,0.4179,13,12,2,0,5,0
1,0,1,1,0.14,0.1212,0.28,0.3582,17,21,1,0,4,1
1,0,0,1,0.4,0.4091,0.37,0.2985,12,11,3,1,6,0
2,0,0,2,0.36,0.3636,1.0,0.0896,7,10,4,0,6,1
3,0,1,1,0.72,0.6667,0.58,0.0,2,3,7,1,1,0
3,0,1,1,0.84,0.7727,0.47,0.0896,15,19,7,1,3,0
4,0,0,2,0.5,0.4848,0.59,0.5522,8,28,10,1,6,1
2,0,1,1,0.56,0.5303,0.26,0.3881,17,5,5,0,3,1
2,0,0,2,0.76,0.697,0.52,0.2239,16,18,6,0,5,1
3,0,1,1,0.74,0.697,0.7,0.1642,9,7,7,0,3,1
3,0,1,1,0.76,0.6818,0.48,0.1343,15,22,8,1,2,0
4,0,0,1,0.56,0.5303,0.94,0.1045,4,24,9,0,5,0
2,0,0,1,0.64,0.6212,0.57,0.2239,17,17,6,1,6,1
3,0,1,1,0.68,0.6364,0.62,0.1642,10,12,9,0,0,0
3,0,1,1,0.74,0.6667,0.48,0.1343,20,13,7,1,4,0
1,0,1,2,0.48,0.4697,0.82,0.4179,11,21,12,0,2,0
3,0,1,1,0.64,0.6061,0.69,0.2239,23,15,8,0,0,0
2,0,0,3,0.5,0.4848,0.82,0.3881,21,21,4,1,5,0
4,0,1,1,0.36,0.3788,0.5,0.0,21,21,11,1,2,0
2,0,1,1,0.72,0.6515,0.37,0.2537,14,7,6,1,3,0
3,0,0,1,0.68,0.6364,0.39,0.0,13,9,9,1,6,0
4,0,1,2,0.54,0.5152,0.83,0.1642,19,26,10,1,4,1
4,0,1,1,0.3,0.2727,0.61,0.3284,12,19,12,0,0,0
4,0,0,1,0.3,0.3182,0.61,0.0896,19,3,12,0,5,1
4,0,1,2,0.42,0.4242,0.58,0.194,10,20,12,0,1,0
1,0,1,1,0.46,0.4545,0.88,0.1045,1,19,3,1,0,0
3,0,0,2,0.68,0.6364,0.89,0.1045,4,15,7,1,6,0
1,0,0,1,0.36,0.3333,0.21,0.4179,16,29,1,1,6,1
4,0,1,1,0.22,0.2576,0.64,0.0896,1,29,11,1,3,0
2,0,1,2,0.72,0.7121,0.84,0.1642,2,9,6,0,3,0
1,0,1,1,0.3,0.2576,0.49,0.6119,20,25,2,0,4,0
3,0,1,1,0.86,0.7576,0.36,0.3582,17,26,7,0,1,1
3,0,1,1,0.7,0.6515,0.51,0.194,14,15,7,0,4,0
3,0,0,1,0.6,0.5909,0.73,0.2836,0,22,9,1,5,0
3,0,1,2,0.64,0.6061,0.69,0.0,9,20,8,1,0,1
3,0,1,1,0.74,0.6818,0.55,0.1343,10,5,8,0,4,0
3,0,1,1,0.7,0.6667,0.74,0.1343,1,6,7,0,2,0
3,0,1,1,0.86,0.803,0.47,0.2537,15,16,7,1,0,0
4,0,0,1,0.66,0.6212,0.5,0.1343,16,9,10,0,6,1
3,0,1,2,0.68,0.6364,0.83,0.0896,4,6,7,0,2,0
1,0,0,2,0.22,0.2576,0.6,0.0896,4,26,2,0,5,0
3,0,1,1,0.64,0.5758,0.89,0.0896,5,24,6,0,4,0
4,0,1,2,0.22,0.2576,0.8,0.0896,8,30,11,1,4,1
3,0,1,1,0.62,0.5758,0.83,0.0896,2,7,9,1,4,0
3,0,1,2,0.64,0.6061,0.73,0.0896,21,2,9,0,4,0
2,0,1,1,0.28,0.2576,0.61,0.2836,20,24,3,0,3,0
3,0,1,1,0.56,0.5303,0.52,0.2836,0,10,9,1,0,0
1,0,1,1,0.26,0.2424,0.7,0.2836,4,25,1,1,2,0
1,0,1,2,0.28,0.2727,0.65,0.2537,0,26,12,1,2,0
3,0,1,1,0.86,0.7879,0.41,0.1343,14,2,8,1,3,0
1,0,0,2,0.42,0.4242,0.77,0.2836,1,6,3,0,6,0
1,0,1,2,0.46,0.4545,0.55,0.0,1,2,2,1,3,0
4,0,1,1,0.36,0.3788,0.62,0.0,10,21,11,1,2,0
4,0,1,1,0.34,0.303,0.61,0.4478,22,23,11,0,2,0
2,0,1,1,0.84,0.7576,0.44,0.1045,15,10,6,0,4,0
2,0,1,1,0.54,0.5152,0.45,0.2537,7,3,6,0,4,1
1,0,1,3,0.22,0.2121,0.93,0.2836,4,2,2,0,2,0
3,0,0,1,0.84,0.7576,0.44,0.2537,19,30,6,1,5,1
4,0,1,1,0.68,0.6364,0.41,0.0,17,23,10,1,1,1
1,0,0,1,0.38,0.3939,0.17,0.5821,8,19,2,0,5,1
1,0,1,1,0.2,0.2576,0.61,0.0,3,5,1,1,3,0
1,0,0,1,0.32,0.303,0.49,0.2537,19,26,2,0,5,1
3,0,1,1,0.72,0.6667,0.54,0.2985,11,24,8,0,2,0
3,0,1,2,0.56,0.5303,1.0,0.0896,9,21,9,0,2,1
4,0,1,3,0.64,0.5758,0.89,0.194,9,27,9,0,1,1
2,0,1,2,0.56,0.5303,0.83,0.2985,10,11,4,0,0,0
1,0,1,1,0.18,0.197,0.74,0.1343,8,4,3,0,4,1
1,0,1,2,0.14,0.1212,0.46,0.2537,14,4,1,1,2,0
3,0,1,2,0.76,0.7121,0.62,0.1642,18,7,8,1,1,1
2,0,0,1,0.8,0.697,0.29,0.1642,19,9,6,1,5,1
3,0,1,2,0.6,0.5455,0.88,0.1642,18,18,9,1,1,1
1,0,1,1,0.36,0.3333,0.4,0.2985,2,14,2,0,0,0
3,0,0,1,0.72,0.6818,0.7,0.1642,19,22,7,1,6,1
3,0,0,1,0.82,0.7121,0.3,0.2836,18,2,7,0,5,1
4,0,1,1,0.36,0.3636,0.76,0.1045,2,3,10,0,0,0
2,0,0,1,0.64,0.6061,0.69,0.1642,18,24,4,0,6,1
3,1,0,1,0.9,0.8485,0.42,0.194,18,4,7,1,2,1
1,0,1,1,0.16,0.1515,0.47,0.2537,19,13,1,0,3,1
2,0,1,2,0.34,0.3333,0.87,0.194,11,23,3,0,2,0
4,0,1,1,0.32,0.303,0.53,0.2239,20,11,12,1,1,0
2,0,1,3,0.56,0.5303,0.94,0.2239,6,15,5,1,1,0
4,0,0,1,0.28,0.3182,0.75,0.0,0,6,11,0,6,0
1,0,0,1,0.3,0.3182,0.33,0.1045,12,20,2,0,6,0
4,0,0,2,0.36,0.3788,1.0,0.0,21,8,12,1,5,0
3,0,1,2,0.66,0.5909,0.89,0.194,7,20,7,1,4,1
3,0,1,2,0.8,0.7879,0.63,0.2239,19,3,8,1,4,1
4,1,0,1,0.24,0.2424,0.75,0.1343,8,22,11,1,3,1
3,0,1,1,0.74,0.7121,0.79,0.0,3,25,7,0,0,0
2,0,1,1,0.3,0.2879,0.49,0.2836,7,6,4,1,4,1
4,0,1,1,0.22,0.2727,0.8,0.0,4,2,12,0,4,0
2,0,1,1,0.66,0.6212,0.54,0.2239,23,31,5,1,3,0
2,0,0,3,0.52,0.5,0.83,0.2239,6,6,5,1,6,0
3,0,1,2,0.74,0.6667,0.45,0.0,9,13,8,1,0,1
1,1,0,1,0.26,0.303,0.7,0.0,21,26,12,0,0,0
4,0,1,2,0.58,0.5455,0.83,0.2239,20,11,10,0,1,0
4,0,0,1,0.46,0.4545,0.51,0.2985,23,13,11,0,6,0
2,0,1,2,0.4,0.4091,0.87,0.1343,5,22,3,0,1,0
1,0,0,2,0.32,0.3182,0.45,0.194,14,19,2,1,6,0
1,0,1,1,0.38,0.3939,0.54,0.1642,17,30,12,0,4,1
3,0,0,1,0.7,0.6515,0.65,0.2239,8,29,7,1,6,1
4,0,1,2,0.6,0.5758,0.78,0.2537,17,11,10,0,1,1
1,0,0,1,0.3,0.303,0.39,0.1343,12,26,2,1,6,0
4,0,0,2,0.5,0.4848,0.63,0.3284,3,28,10,1,6,0
3,0,1,3,0.54,0.5152,0.83,0.3881,8,6,9,0,1,1
3,1,0,2,0.68,0.6364,0.89,0.1642,1,3,9,1,0,0
1,0,1,1,0.16,0.1667,0.59,0.1642,2,31,12,1,0,0
4,0,1,1,0.6,0.5152,0.94,0.1343,23,28,9,0,2,0
1,0,1,1,0.06,0.0303,0.41,0.3881,22,21,1,0,4,0
4,0,0,1,0.2,0.2576,0.59,0.0,9,11,12,0,6,1
3,0,1,2,0.52,0.5,0.77,0.1343,8,19,9,0,0,1
3,0,1,1,0.84,0.7727,0.47,0.2239,12,28,6,0,1,0
4,0,1,2,0.58,0.5455,0.56,0.2239,14,4,12,1,1,0
4,0,1,3,0.4,0.4091,0.76,0.0,15,3,10,0,0,0
1,1,0,1,0.26,0.2273,0.44,0.3582,16,16,1,1,0,1
1,0,0,1,0.14,0.2121,0.8,0.0,1,30,1,0,6,0
4,0,0,1,0.38,0.3939,0.5,0.194,12,30,10,0,6,0
3,0,0,1,0.76,0.7121,0.58,0.2239,20,9,7,0,5,0
3,0,1,1,0.7,0.6667,0.74,0.1642,3,27,7,1,4,0
3,0,0,1,0.76,0.6818,0.48,0.2836,14,22,9,1,5,0
3,0,1,1,0.74,0.7121,0.74,0.2239,20,14,8,1,1,0
1,0,0,2,0.32,0.3485,0.45,0.0,10,20,3,0,6,0
1,0,1,2,0.3,0.303,0.93,0.1642,4,16,3,0,2,0
4,0,1,2,0.32,0.3333,0.66,0.0,10,20,12,1,3,0
3,0,1,1,0.64,0.5758,0.83,0.0,4,19,8,0,4,0
1,0,1,3,0.4,0.4091,0.82,0.0,5,2,2,1,3,0
1,0,0,1,0.12,0.1515,0.28,0.0,15,22,1,0,5,0
4,0,1,2,0.26,0.2576,0.75,0.2239,2,28,11,1,2,0
3,0,1,1,0.64,0.6212,0.53,0.0,3,1,7,0,4,0
4,0,0,3,0.4,0.4091,0.76,0.194,17,2,12,1,6,1
1,0,0,3,0.42,0.4242,1.0,0.4478,7,6,3,0,6,1
4,0,1,2,0.38,0.3939,0.54,0.1045,16,14,12,0,2,1
1,0,1,2,0.36,0.3788,0.87,0.0,22,2,3,1,4,0
1,0,1,1,0.28,0.2727,0.61,0.2239,23,6,3,1,1,0
4,0,1,1,0.7,0.6515,0.7,0.1343,17,26,9,0,0,1
2,0,1,2,0.64,0.6061,0.69,0.2836,19,8,5,1,1,1
4,0,1,1,0.3,0.2879,0.75,0.2836,9,30,11,0,2,1
2,0,0,2,0.36,0.3636,0.93,0.1045,4,10,4,0,6,0
4,0,1,1,0.24,0.2879,0.81,0.0,7,23,11,1,4,1
4,0,0,1,0.42,0.4242,0.35,0.1642,15,30,10,0,6,0
4,0,0,1,0.2,0.2121,0.8,0.1343,4,12,11,0,5,0
1,0,0,1,0.26,0.2576,0.41,0.2239,20,12,2,0,5,0
1,0,1,2,0.28,0.2879,0.45,0.1045,13,20,1,0,3,0
1,0,1,1,0.4,0.4091,0.43,0.1642,12,2,3,1,4,0
1,0,1,2,0.32,0.3485,0.57,0.0,19,10,2,1,4,1
1,0,1,1,0.22,0.2121,0.55,0.2239,7,20,1,0,3,1
2,0,0,2,0.54,0.5152,0.56,0.194,0,15,4,1,6,0
1,0,1,1,0.3,0.2727,0.61,0.2985,1,7,3,1,2,0
2,1,0,1,0.66,0.6212,0.69,0.0,8,28,5,1,0,1
3,0,0,3,0.58,0.5455,0.88,0.2537,5,21,7,1,5,0
4,0,1,2,0.6,0.5152,0.94,0.0,3,3,10,1,2,0
1,0,1,1,0.24,0.2424,0.6,0.1343,18,28,12,1,4,1
3,0,1,1,0.62,0.6212,0.53,0.1642,3,12,8,0,4,0
1,0,1,1,0.22,0.1818,0.27,0.5821,12,21,1,0,4,0
2,0,1,1,0.62,0.6212,0.43,0.1343,17,6,6,1,2,1
2,0,1,1,0.66,0.6061,0.78,0.1642,5,10,6,0,4,0
4,0,1,2,0.52,0.5,0.62,0.2537,10,26,10,0,2,0
1,0,1,1,0.18,0.2121,0.51,0.0896,22,3,2,0,3,0
4,0,1,2,0.5,0.4848,0.82,0.1642,9,27,10,0,3,1
2,0,1,2,0.6,0.5606,0.83,0.194,22,26,4,0,1,0
3,0,1,1,0.72,0.697,0.79,0.1343,0,9,8,0,1,0
1,0,0,2,0.16,0.1818,0.8,0.1045,17,22,1,1,6,1
4,0,1,3,0.52,0.5,0.94,0.2537,11,19,10,0,2,0
2,0,0,2,0.72,0.6667,0.58,0.1343,20,18,6,0,5,0
1,0,1,1,0.2,0.1818,0.27,0.2985,16,10,2,0,3,1
2,0,1,1,0.6,0.5606,0.83,0.1343,22,4,5,1,4,0
3,0,1,1,0.7,0.6667,0.79,0.4179,21,11,7,0,0,0
1,0,1,1,0.5,0.4848,0.25,0.0,13,2,3,0,2,0
1,0,0,1,0.36,0.3636,0.21,0.0896,18,10,3,1,5,1
2,0,1,1,0.54,0.5152,0.37,0.3881,15,10,5,1,3,0
4,0,0,2,0.4,0.4091,0.82,0.2985,12,9,12,1,6,0
1,0,0,3,0.16,0.1667,0.93,0.1642,6,21,1,1,5,0
2,0,1,2,0.6,0.5758,0.78,0.0,11,22,5,1,1,0
3,0,1,1,0.7,0.6667,0.79,0.0,6,27,7,1,4,0
2,0,1,1,0.42,0.4242,0.82,0.194,6,26,3,1,0,0
1,0,1,2,0.14,0.1364,0.43,0.2239,13,24,1,0,0,0
4,0,1,2,0.5,0.4848,0.55,0.3582,13,15,12,0,3,0
4,0,1,1,0.24,0.2576,0.56,0.0896,0,29,11,1,3,0
3,0,1,1,0.68,0.6364,0.61,0.0896,5,10,8,0,2,0
1,0,1,3,0.3,0.303,0.87,0.1343,13,27,12,0,1,0
3,0,1,1,0.64,0.6212,0.38,0.2239,13,10,9,1,0,0
4,0,1,2,0.3,0.303,0.81,0.1642,6,27,11,1,1,0
1,0,0,1,0.44,0.4394,0.38,0.2537,22,7,1,1,5,0
2,0,0,1,0.46,0.4545,0.72,0.2836,2,22,4,1,6,0
2,0,1,1,0.3,0.2879,0.49,0.2836,23,5,4,0,1,0
2,0,1,1,0.72,0.6667,0.51,0.2239,18,16,5,1,2,1
3,0,1,1,0.5,0.4848,0.72,0.2537,5,10,9,1,0,0
4,0,0,1,0.56,0.5303,0.83,0.194,8,6,10,1,5,1
1,0,1,1,0.72,0.6515,0.34,0.3881,16,13,3,1,1,1
1,0,1,2,0.3,0.303,0.75,0.1642,23,4,3,0,4,0
3,0,1,1,0.78,0.7424,0.62,0.1045,8,18,7,1,2,1
2,0,0,1,0.52,0.5,0.63,0.1045,3,3,6,1,6,0
4,0,1,1,0.6,0.6212,0.53,0.3582,20,14,11,0,0,0
1,0,0,1,0.14,0.1515,0.63,0.1343,8,15,1,0,5,1
2,0,1,2,0.48,0.4697,0.88,0.1343,4,11,5,0,2,0
2,0,0,2,0.4,0.4091,0.47,0.1642,11,2,4,0,5,0
4,0,1,2,0.3,0.3182,0.65,0.0896,5,16,11,1,4,0
4,0,0,1,0.56,0.5303,0.35,0.194,14,21,10,1,6,0
2,0,1,1,0.58,0.5455,0.6,0.0,1,16,6,0,3,0
4,0,0,1,0.58,0.5455,0.35,0.5522,12,15,10,0,5,0
2,0,1,1,0.26,0.2273,0.28,0.3284,0,29,3,0,1,0
2,0,0,1,0.54,0.5152,0.49,0.194,22,7,5,0,5,0
4,0,1,2,0.6,0.5758,0.78,0.2239,18,11,10,0,1,1
4,0,1,1,0.38,0.3939,0.46,0.3881,14,13,11,1,1,0
3,0,1,2,0.66,0.6212,0.65,0.1642,1,18,8,0,3,0
1,0,1,1,0.18,0.2121,0.8,0.1045,9,6,2,1,0,1
3,0,0,2,0.72,0.697,0.74,0.2239,10,13,8,0,5,0
3,0,1,1,0.8,0.697,0.29,0.1642,16,25,7,1,2,1
4,0,1,2,0.38,0.3939,0.71,0.1045,18,7,12,1,4,1
3,0,1,1,0.74,0.7121,0.79,0.0,3,29,7,0,4,0
1,0,0,2,0.32,0.3333,0.49,0.1045,5,8,1,1,6,0
2,0,1,2,0.56,0.5303,0.88,0.1343,5,9,5,1,2,0
1,0,1,3,0.4,0.4091,0.66,0.2836,4,9,3,1,4,0
2,0,0,2,0.44,0.4394,0.94,0.0,21,16,4,0,5,0
3,0,0,1,0.72,0.697,0.74,0.1343,1,1,9,1,5,0
2,0,1,3,0.54,0.5152,0.88,0.1045,10,18,6,1,0,0
3,1,0,1,0.72,0.6818,0.76,0.1045,21,3,9,1,0,0
3,0,0,1,0.7,0.6364,0.45,0.1642,19,18,8,1,5,1
1,0,0,1,0.4,0.4091,0.15,0.3284,5,19,2,0,5,0
3,0,0,1,0.56,0.5303,0.88,0.2537,2,22,9,1,5,0
4,0,1,2,0.3,0.3182,1.0,0.0896,8,7,11,0,0,1
2,1,0,1,0.74,0.6667,0.45,0.2985,13,16,4,1,0,0
4,0,1,1,0.48,0.4697,0.48,0.0,19,16,10,1,1,1
3,0,0,1,0.7,0.6667,0.84,0.194,7,7,8,0,6,1
3,0,1,1,0.86,0.7879,0.41,0.2239,15,27,7,1,4,0
2,0,1,1,0.56,0.5303,0.28,0.5522,14,9,4,1,0,0
3,1,0,1,0.8,0.7273,0.46,0.0,17,4,7,0,0,1
1,0,0,2,0.16,0.1515,0.8,0.194,16,22,1,1,6,1
1,0,1,1,0.3,0.3182,0.52,0.0896,21,9,2,1,3,0
2,0,1,1,0.5,0.4848,0.27,0.3881,17,12,4,1,3,1
3,0,1,1,0.7,0.6667,0.84,0.0,0,8,8,1,2,0
3,0,1,2,0.68,0.6364,0.89,0.0,4,4,8,0,3,0
3,1,0,2,0.68,0.6364,0.69,0.2836,4,5,9,0,0,0
1,0,1,2,0.44,0.4394,0.77,0.0,11,22,12,0,3,0
4,0,0,1,0.64,0.5909,0.78,0.1045,18,24,9,0,5,1
3,0,1,3,0.64,0.5758,0.83,0.194,6,14,8,1,1,0
1,0,0,1,0.32,0.303,0.7,0.2537,13,25,12,0,6,0
1,0,1,1,0.36,0.3333,0.34,0.4179,12,9,3,1,4,0
4,0,1,1,0.68,0.6364,0.41,0.1642,14,23,10,1,1,0
1,0,1,1,0.2,0.2121,0.51,0.1642,20,6,1,0,3,0
1,0,1,1,0.48,0.4697,0.23,0.4179,16,9,3,1,4,1
1,0,0,2,0.24,0.2424,0.87,0.0,15,29,12,1,5,0
1,0,0,2,0.28,0.2424,0.93,0.4478,18,5,2,0,5,1
1,0,1,2,0.52,0.5,0.94,0.0,5,20,3,1,1,0
1,0,1,1,0.32,0.303,0.49,0.2985,20,19,1,0,2,0
2,0,1,2,0.46,0.4545,0.88,0.2537,4,3,5,1,3,0
4,0,1,3,0.46,0.4545,0.94,0.1343,13,16,11,0,2,0
4,0,1,1,0.32,0.3182,0.7,0.1642,3,30,11,0,2,0
4,0,1,2,0.42,0.4242,0.94,0.0,8,28,11,0,0,1
4,0,1,2,0.3,0.3182,0.7,0.0896,3,20,12,1,3,0
2,0,1,2,0.76,0.6667,0.35,0.3582,16,20,4,0,2,1
3,0,1,1,0.56,0.5303,0.83,0.0,6,12,9,0,0,0
1,0,1,1,0.52,0.5,0.77,0.4478,11,25,2,0,4,0
1,1,0,1,0.14,0.1667,0.43,0.1045,1,16,1,1,0,0
1,0,1,1,0.54,0.5152,0.68,0.2836,21,15,3,1,3,0
4,0,1,1,0.14,0.1667,0.93,0.1045,5,19,12,0,0,0
4,0,1,1,0.38,0.3939,0.5,0.194,13,9,12,0,4,0
2,0,1,2,0.62,0.5606,0.88,0.2836,10,28,4,0,3,0
1,0,0,1,0.34,0.3333,0.61,0.194,15,25,12,0,6,0
2,0,0,1,0.58,0.5455,0.53,0.1045,0,20,5,1,6,0
2,0,0,1,0.58,0.5455,0.83,0.2537,9,15,5,0,6,1
2,0,0,1,0.26,0.2273,0.38,0.2985,1,26,3,0,5,0
3,0,1,3,0.7,0.6667,0.89,0.194,2,9,7,1,0,0
2,0,1,1,0.56,0.5303,0.64,0.0896,11,11,5,0,2,0
4,0,1,1,0.5,0.4848,0.72,0.2239,1,16,12,0,4,0
4,1,0,1,0.38,0.3939,0.37,0.5522,13,11,11,0,4,0
2,0,1,1,0.48,0.4697,0.23,0.2985,19,6,4,1,4,1
2,0,0,1,0.44,0.4394,0.24,0.2239,1,8,4,1,6,0
4,0,1,1,0.48,0.4697,0.55,0.5224,11,20,10,0,3,0
3,0,1,1,0.7,0.6667,0.74,0.1642,21,7,9,1,4,0
2,0,0,1,0.48,0.4697,0.59,0.0896,4,19,5,1,5,0
4,0,1,3,0.46,0.4545,0.94,0.0,8,16,11,0,2,1
3,0,0,1,0.56,0.5303,0.6,0.1343,13,18,9,0,6,0
1,0,0,1,0.28,0.2879,0.65,0.1045,3,18,2,1,5,0
2,0,1,3,0.7,0.6515,0.65,0.2239,0,10,6,0,4,0
4,0,0,1,0.3,0.3333,0.7,0.0,0,15,12,1,5,0
3,0,1,1,0.8,0.7121,0.41,0.2985,15,16,8,0,1,0
3,0,1,3,0.62,0.5152,1.0,0.2537,7,9,9,0,4,1
4,1,0,1,0.32,0.3182,0.39,0.1642,19,11,11,0,4,1
4,0,1,1,0.3,0.3182,0.61,0.0,0,19,12,1,2,0
2,0,1,2,0.62,0.6061,0.69,0.1642,23,14,6,1,3,0
4,0,1,1,0.38,0.3939,0.27,0.3582,19,8,11,1,3,1
3,0,1,1,0.6,0.5909,0.73,0.3284,23,21,9,1,4,0
1,0,1,1,0.24,0.2424,0.75,0.1642,5,27,12,1,3,0
3,0,1,1,0.6,0.5606,0.81,0.1045,8,13,9,0,1,1
3,0,1,1,0.78,0.697,0.43,0.2836,14,24,6,0,4,0
4,0,1,1,0.32,0.3182,0.7,0.1642,23,14,12,0,2,0
1,0,1,1,0.26,0.2424,0.44,0.2836,23,21,12,1,4,0
3,0,0,1,0.64,0.6061,0.65,0.1642,6,12,8,1,6,0
3,0,1,1,0.76,0.7121,0.62,0.3284,18,24,7,1,1,1
4,0,0,1,0.52,0.5,0.55,0.1642,19,29,9,1,5,1
2,1,0,1,0.74,0.697,0.7,0.1343,21,30,5,0,0,0
3,0,1,1,0.66,0.6212,0.65,0.1045,11,20,8,1,0,0
2,0,1,1,0.42,0.4242,0.94,0.1045,4,20,4,1,4,0
1,0,1,1,0.3,0.2879,0.56,0.2239,2,29,2,1,2,0
1,0,1,2,0.48,0.4697,0.59,0.0,15,22,12,0,3,0
4,0,1,1,0.52,0.5,0.83,0.1045,0,30,9,0,4,0
2,0,1,2,0.52,0.5,0.88,0.2836,8,11,4,0,0,1
1,0,1,1,0.26,0.2273,0.41,0.4179,21,21,12,1,4,0
2,0,1,1,0.56,0.5303,0.22,0.0896,20,25,4,1,2,0
4,0,1,2,0.42,0.4242,1.0,0.0,6,21,11,0,0,0
2,0,1,2,0.32,0.3333,0.57,0.1045,23,29,3,0,1,0
1,0,1,2,0.3,0.3333,0.81,0.0,9,26,1,1,3,1
2,0,1,2,0.58,0.5455,0.68,0.4179,10,8,5,1,1,0
4,0,1,1,0.24,0.2121,0.65,0.3582,7,1,12,0,3,1
4,0,0,1,0.4,0.4091,0.62,0.194,1,22,10,0,5,0
4,0,1,2,0.44,0.4394,0.54,0.2537,18,21,10,0,4,1
4,0,1,1,0.64,0.6212,0.41,0.2239,13,5,10,0,2,0
4,0,0,1,0.34,0.3182,0.61,0.2836,10,12,11,0,5,0
